Country or Area,Element,Year,Unit,Value,Value Footnotes
Least Developed Countries,Yield,2016.0,100 g/ha,4834.0,
Least Developed Countries,Yield,2015.0,100 g/ha,4114.0,
Least Developed Countries,Yield,2014.0,100 g/ha,4299.0,
Least Developed Countries,Yield,2013.0,100 g/ha,4596.0,
Least Developed Countries,Yield,2012.0,100 g/ha,4397.0,
Least Developed Countries,Yield,2011.0,100 g/ha,4095.0,
Least Developed Countries,Yield,2010.0,100 g/ha,4298.0,
Least Developed Countries,Yield,2009.0,100 g/ha,4981.0,
Least Developed Countries,Yield,2008.0,100 g/ha,5018.0,
Least Developed Countries,Yield,2007.0,100 g/ha,5037.0,
Least Developed Countries,Yield,2006.0,100 g/ha,5435.0,
Least Developed Countries,Yield,2005.0,100 g/ha,4956.0,
Least Developed Countries,Yield,2004.0,100 g/ha,4751.0,
Least Developed Countries,Yield,2003.0,100 g/ha,4797.0,
Least Developed Countries,Yield,2002.0,100 g/ha,4796.0,
Least Developed Countries,Yield,2001.0,100 g/ha,4645.0,
Least Developed Countries,Yield,2000.0,100 g/ha,3824.0,
Least Developed Countries,Yield,1999.0,100 g/ha,3953.0,
Least Developed Countries,Yield,1998.0,100 g/ha,4048.0,
Least Developed Countries,Yield,1997.0,100 g/ha,4202.0,
Least Developed Countries,Yield,1996.0,100 g/ha,4354.0,
Least Developed Countries,Yield,1995.0,100 g/ha,4511.0,
Least Developed Countries,Yield,1994.0,100 g/ha,4590.0,
Least Developed Countries,Yield,1993.0,100 g/ha,4561.0,
Least Developed Countries,Yield,1992.0,100 g/ha,4591.0,
Least Developed Countries,Yield,1991.0,100 g/ha,4532.0,
Least Developed Countries,Yield,1990.0,100 g/ha,3812.0,
Least Developed Countries,Yield,1989.0,100 g/ha,3870.0,
Least Developed Countries,Yield,1988.0,100 g/ha,3479.0,
Least Developed Countries,Yield,1987.0,100 g/ha,3663.0,
Least Developed Countries,Yield,1986.0,100 g/ha,3271.0,
Least Developed Countries,Yield,1985.0,100 g/ha,3051.0,
Least Developed Countries,Yield,1984.0,100 g/ha,3686.0,
Least Developed Countries,Yield,1983.0,100 g/ha,4211.0,
Least Developed Countries,Yield,1982.0,100 g/ha,4527.0,
Least Developed Countries,Yield,1981.0,100 g/ha,4415.0,
Least Developed Countries,Yield,1980.0,100 g/ha,4274.0,
Least Developed Countries,Yield,1979.0,100 g/ha,4615.0,
Least Developed Countries,Yield,1978.0,100 g/ha,4601.0,
Least Developed Countries,Yield,1977.0,100 g/ha,4519.0,
Least Developed Countries,Yield,1976.0,100 g/ha,4621.0,
Least Developed Countries,Yield,1975.0,100 g/ha,4520.0,
Least Developed Countries,Yield,1974.0,100 g/ha,4383.0,
Least Developed Countries,Yield,1973.0,100 g/ha,4499.0,
Least Developed Countries,Yield,1972.0,100 g/ha,4274.0,
Least Developed Countries,Yield,1971.0,100 g/ha,4427.0,
Least Developed Countries,Yield,1970.0,100 g/ha,4236.0,
Least Developed Countries,Yield,1969.0,100 g/ha,4328.0,
Least Developed Countries,Yield,1968.0,100 g/ha,4002.0,
Least Developed Countries,Yield,1967.0,100 g/ha,4128.0,
Least Developed Countries,Yield,1966.0,100 g/ha,4054.0,
Least Developed Countries,Yield,1965.0,100 g/ha,4130.0,
Least Developed Countries,Yield,1964.0,100 g/ha,4026.0,
Least Developed Countries,Yield,1963.0,100 g/ha,3902.0,
Least Developed Countries,Yield,1962.0,100 g/ha,3890.0,
Least Developed Countries,Yield,1961.0,100 g/ha,3840.0,
Least Developed Countries,Production,2021.0,t,14016.44,
Least Developed Countries,Production,2020.0,t,15859.95,
Least Developed Countries,Production,2019.0,t,13490.81,
Least Developed Countries,Production,2018.0,t,12520.04,
Least Developed Countries,Production,2017.0,t,11742.13,
Least Developed Countries,Production,2016.0,t,13263.08,
Least Developed Countries,Production,2015.0,t,11279.51,
Least Developed Countries,Production,2014.0,t,10973.32,
Least Developed Countries,Production,2013.0,t,12083.95,
Least Developed Countries,Production,2012.0,t,10536.76,
Least Developed Countries,Production,2011.0,t,10105.07,
Least Developed Countries,Production,2010.0,t,10406.02,
Least Developed Countries,Production,2009.0,t,12138.17,
Least Developed Countries,Production,2008.0,t,12740.08,
Least Developed Countries,Production,2007.0,t,13029.54,
Least Developed Countries,Production,2006.0,t,14132.39,
Least Developed Countries,Production,2005.0,t,11945.3,
Least Developed Countries,Production,2004.0,t,11170.4,
Least Developed Countries,Production,2003.0,t,10867.73,
Least Developed Countries,Production,2002.0,t,10875.33,
Least Developed Countries,Production,2001.0,t,11196.29,
Least Developed Countries,Production,2000.0,t,10458.7,
Least Developed Countries,Production,1999.0,t,10297.81,
Least Developed Countries,Production,1998.0,t,10929.3,
Least Developed Countries,Production,1997.0,t,10826.27,
Least Developed Countries,Production,1996.0,t,10281.69,
Least Developed Countries,Production,1995.0,t,10698.51,
Least Developed Countries,Production,1994.0,t,10964.97,
Least Developed Countries,Production,1993.0,t,10748.55,
Least Developed Countries,Production,1992.0,t,10498.54,
Least Developed Countries,Production,1991.0,t,9850.55,
Least Developed Countries,Production,1990.0,t,8945.0,
Least Developed Countries,Production,1989.0,t,8870.0,
Least Developed Countries,Production,1988.0,t,7870.0,
Least Developed Countries,Production,1987.0,t,8120.0,
Least Developed Countries,Production,1986.0,t,7200.0,
Least Developed Countries,Production,1985.0,t,6700.0,
Least Developed Countries,Production,1984.0,t,6413.0,
Least Developed Countries,Production,1983.0,t,6000.0,
Least Developed Countries,Production,1982.0,t,6220.0,
Least Developed Countries,Production,1981.0,t,5850.0,
Least Developed Countries,Production,1980.0,t,5300.0,
Least Developed Countries,Production,1979.0,t,5400.0,
Least Developed Countries,Production,1978.0,t,4900.0,
Least Developed Countries,Production,1977.0,t,4700.0,
Least Developed Countries,Production,1976.0,t,4760.0,
Least Developed Countries,Production,1975.0,t,4610.0,
Least Developed Countries,Production,1974.0,t,4690.0,
Least Developed Countries,Production,1973.0,t,4679.0,
Least Developed Countries,Production,1972.0,t,3911.0,
Least Developed Countries,Production,1971.0,t,4051.0,
Least Developed Countries,Production,1970.0,t,3622.0,
Least Developed Countries,Production,1969.0,t,3917.0,
Least Developed Countries,Production,1968.0,t,3578.0,
Least Developed Countries,Production,1967.0,t,3690.0,
Least Developed Countries,Production,1966.0,t,3580.0,
Least Developed Countries,Production,1965.0,t,3440.0,
Least Developed Countries,Production,1964.0,t,3350.0,
Least Developed Countries,Production,1963.0,t,3200.0,
Least Developed Countries,Production,1962.0,t,3190.0,
Least Developed Countries,Production,1961.0,t,3130.0,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2021.0,Index,176.09,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2020.0,Index,141.27,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2019.0,Index,139.54,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2018.0,Index,151.12,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2017.0,Index,150.25,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2016.0,Index,135.14,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2015.0,Index,83.85,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2014.0,Index,81.02,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2013.0,Index,73.07,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2012.0,Index,74.56,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2011.0,Index,66.69,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2010.0,Index,65.81,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2009.0,Index,71.42,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2008.0,Index,71.2,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2007.0,Index,64.84,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2006.0,Index,74.1,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2005.0,Index,76.84,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2004.0,Index,73.16,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2003.0,Index,71.83,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2002.0,Index,67.53,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2001.0,Index,66.56,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),2000.0,Index,60.99,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1999.0,Index,47.89,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1998.0,Index,43.22,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1997.0,Index,49.58,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1996.0,Index,49.31,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1995.0,Index,46.22,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1994.0,Index,42.73,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1993.0,Index,42.61,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1992.0,Index,36.82,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1991.0,Index,37.12,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1990.0,Index,35.95,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1989.0,Index,38.28,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1988.0,Index,31.85,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1987.0,Index,34.1,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1986.0,Index,33.87,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1985.0,Index,34.79,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1984.0,Index,32.65,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1983.0,Index,31.17,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1982.0,Index,29.68,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1981.0,Index,32.8,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1980.0,Index,20.49,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1979.0,Index,20.82,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1978.0,Index,19.31,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1977.0,Index,17.5,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1976.0,Index,17.53,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1975.0,Index,20.2,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1974.0,Index,18.21,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1973.0,Index,13.43,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1972.0,Index,10.41,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1971.0,Index,12.9,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1970.0,Index,10.74,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1969.0,Index,10.87,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1968.0,Index,10.61,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1967.0,Index,10.5,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1966.0,Index,13.43,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1965.0,Index,13.4,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1964.0,Index,13.37,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1963.0,Index,13.34,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1962.0,Index,13.32,
Low Income Food Deficit Countries,Gross Production Index Number (2014-2016 = 100),1961.0,Index,10.32,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2021.0,Index,160.3,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2020.0,Index,130.55,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2019.0,Index,131.02,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2018.0,Index,144.21,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2017.0,Index,145.73,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2016.0,Index,133.29,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2015.0,Index,84.1,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2014.0,Index,82.61,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2013.0,Index,75.74,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2012.0,Index,78.6,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2011.0,Index,71.54,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2010.0,Index,71.85,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2009.0,Index,79.38,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2008.0,Index,80.54,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2007.0,Index,74.67,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2006.0,Index,86.91,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2005.0,Index,91.83,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2004.0,Index,89.11,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2003.0,Index,89.22,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2002.0,Index,85.6,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2001.0,Index,86.12,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),2000.0,Index,80.5,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1999.0,Index,64.5,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1998.0,Index,59.41,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1997.0,Index,69.59,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1996.0,Index,70.69,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1995.0,Index,67.7,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1994.0,Index,63.98,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1993.0,Index,65.24,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1992.0,Index,57.71,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1991.0,Index,60.74,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1990.0,Index,60.17,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1989.0,Index,65.56,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1988.0,Index,55.82,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1987.0,Index,61.18,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1986.0,Index,62.2,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1985.0,Index,65.43,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1984.0,Index,62.92,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1983.0,Index,61.55,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1982.0,Index,60.07,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1981.0,Index,67.98,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1980.0,Index,43.47,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1979.0,Index,45.2,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1978.0,Index,42.93,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1977.0,Index,39.85,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1976.0,Index,40.87,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1975.0,Index,48.22,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1974.0,Index,44.53,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1973.0,Index,33.65,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1972.0,Index,26.72,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1971.0,Index,33.88,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1970.0,Index,28.86,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1969.0,Index,29.92,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1968.0,Index,29.9,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1967.0,Index,30.29,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1966.0,Index,39.68,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1965.0,Index,40.53,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1964.0,Index,41.42,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1963.0,Index,42.35,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1962.0,Index,43.3,
Low Income Food Deficit Countries,Gross per capita Production Index Number (2014-2016 = 100),1961.0,Index,34.38,
Low Income Food Deficit Countries,Area harvested,2021.0,ha,126946.0,
Low Income Food Deficit Countries,Area harvested,2020.0,ha,127860.0,
Low Income Food Deficit Countries,Area harvested,2019.0,ha,122375.0,
Low Income Food Deficit Countries,Area harvested,2018.0,ha,123100.0,
Low Income Food Deficit Countries,Area harvested,2017.0,ha,122922.0,
Low Income Food Deficit Countries,Area harvested,2016.0,ha,121502.0,
Low Income Food Deficit Countries,Area harvested,2015.0,ha,106805.0,
Low Income Food Deficit Countries,Area harvested,2014.0,ha,106820.0,
Low Income Food Deficit Countries,Area harvested,2013.0,ha,111301.0,
Low Income Food Deficit Countries,Area harvested,2012.0,ha,105871.0,
Low Income Food Deficit Countries,Area harvested,2011.0,ha,104042.0,
Low Income Food Deficit Countries,Area harvested,2010.0,ha,101160.0,
Low Income Food Deficit Countries,Area harvested,2009.0,ha,104937.0,
Low Income Food Deficit Countries,Area harvested,2008.0,ha,107273.0,
Low Income Food Deficit Countries,Area harvested,2007.0,ha,96817.0,
Low Income Food Deficit Countries,Area harvested,2006.0,ha,118524.0,
Low Income Food Deficit Countries,Area harvested,2005.0,ha,110268.0,
Low Income Food Deficit Countries,Area harvested,2004.0,ha,109724.0,
Low Income Food Deficit Countries,Area harvested,2003.0,ha,109383.0,
Low Income Food Deficit Countries,Area harvested,2002.0,ha,102056.0,
Low Income Food Deficit Countries,Area harvested,2001.0,ha,104953.0,
Low Income Food Deficit Countries,Area harvested,2000.0,ha,108648.0,
Low Income Food Deficit Countries,Area harvested,1999.0,ha,99341.0,
Low Income Food Deficit Countries,Area harvested,1998.0,ha,99932.0,
Low Income Food Deficit Countries,Area harvested,1997.0,ha,107614.0,
Low Income Food Deficit Countries,Area harvested,1996.0,ha,109647.0,
Low Income Food Deficit Countries,Area harvested,1995.0,ha,111779.0,
Low Income Food Deficit Countries,Area harvested,1994.0,ha,110417.0,
Low Income Food Deficit Countries,Area harvested,1993.0,ha,110868.0,
Low Income Food Deficit Countries,Area harvested,1992.0,ha,105895.0,
Low Income Food Deficit Countries,Area harvested,1991.0,ha,126279.0,
Low Income Food Deficit Countries,Area harvested,1990.0,ha,127798.0,
Low Income Food Deficit Countries,Area harvested,1989.0,ha,130990.0,
Low Income Food Deficit Countries,Area harvested,1988.0,ha,128100.0,
Low Income Food Deficit Countries,Area harvested,1987.0,ha,128400.0,
Low Income Food Deficit Countries,Area harvested,1986.0,ha,125820.0,
Low Income Food Deficit Countries,Area harvested,1985.0,ha,127440.0,
Low Income Food Deficit Countries,Area harvested,1984.0,ha,117540.0,
Low Income Food Deficit Countries,Area harvested,1983.0,ha,115490.0,
Low Income Food Deficit Countries,Area harvested,1982.0,ha,106190.0,
Low Income Food Deficit Countries,Area harvested,1981.0,ha,103490.0,
Low Income Food Deficit Countries,Area harvested,1980.0,ha,90590.0,
Low Income Food Deficit Countries,Area harvested,1979.0,ha,91910.0,
Low Income Food Deficit Countries,Area harvested,1978.0,ha,84440.0,
Low Income Food Deficit Countries,Area harvested,1977.0,ha,98100.0,
Low Income Food Deficit Countries,Area harvested,1976.0,ha,99400.0,
Low Income Food Deficit Countries,Area harvested,1975.0,ha,102400.0,
Low Income Food Deficit Countries,Area harvested,1974.0,ha,91700.0,
Low Income Food Deficit Countries,Area harvested,1973.0,ha,78100.0,
Low Income Food Deficit Countries,Area harvested,1972.0,ha,76900.0,
Low Income Food Deficit Countries,Area harvested,1971.0,ha,77800.0,
Low Income Food Deficit Countries,Area harvested,1970.0,ha,76000.0,
Low Income Food Deficit Countries,Area harvested,1969.0,ha,75000.0,
Low Income Food Deficit Countries,Area harvested,1968.0,ha,76000.0,
Low Income Food Deficit Countries,Area harvested,1967.0,ha,74000.0,
Low Income Food Deficit Countries,Area harvested,1966.0,ha,76000.0,
Low Income Food Deficit Countries,Area harvested,1965.0,ha,58000.0,
Low Income Food Deficit Countries,Area harvested,1964.0,ha,56000.0,
Low Income Food Deficit Countries,Area harvested,1963.0,ha,58000.0,
Low Income Food Deficit Countries,Area harvested,1962.0,ha,57000.0,
Low Income Food Deficit Countries,Area harvested,1961.0,ha,51000.0,
Low Income Food Deficit Countries,Yield,2021.0,100 g/ha,4677.0,
Low Income Food Deficit Countries,Yield,2020.0,100 g/ha,3726.0,
Low Income Food Deficit Countries,Yield,2019.0,100 g/ha,3845.0,
Low Income Food Deficit Countries,Yield,2018.0,100 g/ha,4140.0,
Low Income Food Deficit Countries,Yield,2017.0,100 g/ha,4122.0,
Low Income Food Deficit Countries,Yield,2016.0,100 g/ha,3750.0,
Low Income Food Deficit Countries,Yield,2015.0,100 g/ha,2647.0,
Low Income Food Deficit Countries,Yield,2014.0,100 g/ha,2558.0,
Low Income Food Deficit Countries,Yield,2013.0,100 g/ha,2214.0,
Low Income Food Deficit Countries,Yield,2012.0,100 g/ha,2375.0,
Low Income Food Deficit Countries,Yield,2011.0,100 g/ha,2162.0,
Low Income Food Deficit Countries,Yield,2010.0,100 g/ha,2194.0,
Low Income Food Deficit Countries,Yield,2009.0,100 g/ha,2295.0,
Low Income Food Deficit Countries,Yield,2008.0,100 g/ha,2238.0,
Low Income Food Deficit Countries,Yield,2007.0,100 g/ha,2259.0,
Low Income Food Deficit Countries,Yield,2006.0,100 g/ha,2108.0,
Low Income Food Deficit Countries,Yield,2005.0,100 g/ha,2350.0,
Low Income Food Deficit Countries,Yield,2004.0,100 g/ha,2248.0,
Low Income Food Deficit Countries,Yield,2003.0,100 g/ha,2214.0,
Low Income Food Deficit Countries,Yield,2002.0,100 g/ha,2231.0,
Low Income Food Deficit Countries,Yield,2001.0,100 g/ha,2139.0,
Low Income Food Deficit Countries,Yield,2000.0,100 g/ha,1893.0,
Low Income Food Deficit Countries,Yield,1999.0,100 g/ha,1626.0,
Low Income Food Deficit Countries,Yield,1998.0,100 g/ha,1458.0,
Low Income Food Deficit Countries,Yield,1997.0,100 g/ha,1554.0,
Low Income Food Deficit Countries,Yield,1996.0,100 g/ha,1517.0,
Low Income Food Deficit Countries,Yield,1995.0,100 g/ha,1394.0,
Low Income Food Deficit Countries,Yield,1994.0,100 g/ha,1305.0,
Low Income Food Deficit Countries,Yield,1993.0,100 g/ha,1296.0,
Low Income Food Deficit Countries,Yield,1992.0,100 g/ha,1173.0,
Low Income Food Deficit Countries,Yield,1991.0,100 g/ha,991.0,
Low Income Food Deficit Countries,Yield,1990.0,100 g/ha,949.0,
Low Income Food Deficit Countries,Yield,1989.0,100 g/ha,986.0,
Low Income Food Deficit Countries,Yield,1988.0,100 g/ha,838.0,
Low Income Food Deficit Countries,Yield,1987.0,100 g/ha,896.0,
Low Income Food Deficit Countries,Yield,1986.0,100 g/ha,908.0,
Low Income Food Deficit Countries,Yield,1985.0,100 g/ha,920.0,
Low Income Food Deficit Countries,Yield,1984.0,100 g/ha,937.0,
Low Income Food Deficit Countries,Yield,1983.0,100 g/ha,910.0,
Low Income Food Deficit Countries,Yield,1982.0,100 g/ha,943.0,
Low Income Food Deficit Countries,Yield,1981.0,100 g/ha,1069.0,
Low Income Food Deficit Countries,Yield,1980.0,100 g/ha,763.0,
Low Income Food Deficit Countries,Yield,1979.0,100 g/ha,764.0,
Low Income Food Deficit Countries,Yield,1978.0,100 g/ha,771.0,
Low Income Food Deficit Countries,Yield,1977.0,100 g/ha,601.0,
Low Income Food Deficit Countries,Yield,1976.0,100 g/ha,595.0,
Low Income Food Deficit Countries,Yield,1975.0,100 g/ha,665.0,
Low Income Food Deficit Countries,Yield,1974.0,100 g/ha,670.0,
Low Income Food Deficit Countries,Yield,1973.0,100 g/ha,580.0,
Low Income Food Deficit Countries,Yield,1972.0,100 g/ha,457.0,
Low Income Food Deficit Countries,Yield,1971.0,100 g/ha,559.0,
Low Income Food Deficit Countries,Yield,1970.0,100 g/ha,477.0,
Low Income Food Deficit Countries,Yield,1969.0,100 g/ha,489.0,
Low Income Food Deficit Countries,Yield,1968.0,100 g/ha,471.0,
Low Income Food Deficit Countries,Yield,1967.0,100 g/ha,478.0,
Low Income Food Deficit Countries,Yield,1966.0,100 g/ha,596.0,
Low Income Food Deficit Countries,Yield,1965.0,100 g/ha,779.0,
Low Income Food Deficit Countries,Yield,1964.0,100 g/ha,805.0,
Low Income Food Deficit Countries,Yield,1963.0,100 g/ha,776.0,
Low Income Food Deficit Countries,Yield,1962.0,100 g/ha,788.0,
Low Income Food Deficit Countries,Yield,1961.0,100 g/ha,682.0,
Low Income Food Deficit Countries,Production,2021.0,t,59377.53,
Low Income Food Deficit Countries,Production,2020.0,t,47638.71,
Low Income Food Deficit Countries,Production,2019.0,t,47054.12,
Low Income Food Deficit Countries,Production,2018.0,t,50959.85,
Low Income Food Deficit Countries,Production,2017.0,t,50664.13,
Low Income Food Deficit Countries,Production,2016.0,t,45569.06,
Low Income Food Deficit Countries,Production,2015.0,t,28274.45,
Low Income Food Deficit Countries,Production,2014.0,t,27319.22,
Low Income Food Deficit Countries,Production,2013.0,t,24639.43,
Low Income Food Deficit Countries,Production,2012.0,t,25142.68,
Low Income Food Deficit Countries,Production,2011.0,t,22489.55,
Low Income Food Deficit Countries,Production,2010.0,t,22190.3,
Low Income Food Deficit Countries,Production,2009.0,t,24084.24,
Low Income Food Deficit Countries,Production,2008.0,t,24008.12,
Low Income Food Deficit Countries,Production,2007.0,t,21866.32,
Low Income Food Deficit Countries,Production,2006.0,t,24988.54,
Low Income Food Deficit Countries,Production,2005.0,t,25911.64,
Low Income Food Deficit Countries,Production,2004.0,t,24669.03,
